Coordinates,Province,Address
"49.4500, -123.4833",BC,"Plumper Cove Marine Provincial Park, BC, Canada"
"52.5667, -129.1000",BC,"Polkinghorne Islands Conservancy, BC, Canada"
"52.6667, -128.4667",BC,"Pooley Island Conservancy, BC, Canada"
"51.2833, -120.4333",BC,"Porcupine Meadows Provincial Park, BC, Canada"
"49.5000, -123.7167",BC,"Porpoise Bay Provincial Park, BC, Canada"
"58.0000, -123.7500",BC,"Portage Brule Rapids Ecological Reserve and Protected Area, BC, Canada"
"49.5833, -123.2333",BC,"Porteau Cove Provincial Park, BC, Canada"
"53.0000, -129.2167",BC,"Port Arthur Conservancy, BC, Canada"
"50.3000, -127.3500",BC,"Hisnit River Watershed Protected Area, BC, Canada"
"49.8667, -115.5333",BC,"Premier Lake Provincial Park, BC, Canada"
"50.2000, -123.8333",BC,"Princess Louisa Marine Provincial Park, BC, Canada"
"50.6167, -119.6000",BC,"Pritchard Provincial Park, BC, Canada"
"58.1333, -124.7500",BC,"Prophet River Hotsprings Provincial Park, BC, Canada"
"57.5667, -122.7667",BC,"Prophet River Wayside Provincial Park, BC, Canada"
"54.2333, -130.1333",BC,"Prudhomme Lake Provincial Park, BC, Canada"
"59.0000, -126.8333",BC,"Ptarmigan Creek Provincial Park and Protected Area, BC, Canada"
"50.8667, -119.7833",BC,"Pukeashun Provincial Park, BC, Canada"
"53.2000, -123.0833",BC,"Puntchesakut Lake Provincial Park, BC, Canada"
"52.6000, -128.9833",BC,"Punti Island Provincial Park, BC, Canada"
"50.7667, -116.2000",BC,"Purcell Wilderness Conservancy Provincial Park and Protected Area, BC, Canada"
"53.9167, -122.0667",BC,"Purden Lake Provincial Park, BC, Canada"
"54.0000, -132.0000",BC,"Pure Lake Provincial Park, BC, Canada"
"52.9000, -119.0000",BC,"Pyramid Creek Falls Provincial Park, BC, Canada"
"52.2667, -128.0167",BC,"Aaltanhash Conservancy, BC, Canada"
"50.4833, -127.6167",BC,"Quatsino Provincial Park, BC, Canada"
"53.2000, -132.0167",BC,"Gillard-Jimmy Judd Island Conservancy, BC, Canada"
"52.6667, -121.6667",BC,"Quesnel Lake Provincial Park, BC, Canada"
"50.4667, -123.3000",BC,"Upper Birkenhead Conservancy, BC, Canada"
"50.6833, -126.6167",BC,"Qwiquallaaq/Boat Bay Conservancy, BC, Canada"
"48.3000, -123.5333",BC,"Race Rocks Ecological Reserve, BC, Canada"
"50.6167, -128.0000",BC,"Raft Cove Provincial Park, BC, Canada"
"56.0333, -127.9500",BC,"Rainbow Alley Provincial Park, BC, Canada"
"52.2000, -120.0667",BC,"Rainbow Provincial Park, BC, Canada"
"50.0333, -115.4667",BC,"Ram Creek Ecological Reserve, BC, Canada"
"54.1333, -132.6167",BC,"Raspberry Harbour Ecological Reserve, BC, Canada"
"49.3194, -124.2947",BC,"Rathtrevor Beach Provincial Park, BC, Canada"
"50.2333, -125.1167",BC,"Read Island Provincial Park, BC, Canada"
"52.9833, -119.4333",BC,"Rearguard Falls Provincial Park, BC, Canada"
"50.1167, -125.2000",BC,"Rebecca Spit Marine Provincial Park, BC, Canada"
"53.0667, -122.5000",BC,"Red Bluff Provincial Park, BC, Canada"
"53.7500, -122.0000",BC,"Redbrush Provincial Park, BC, Canada"
"57.3333, -124.5000",BC,"Redfern-Keily Provincial Park, BC, Canada"
"50.1833, -125.1333",BC,"Rendezvous Island South Provincial Park, BC, Canada"
"52.3000, -128.3333",BC,"Rescue Bay Conservancy, BC, Canada"
"52.2667, -128.2667",BC,"Restoration Bay Conservancy, BC, Canada"
"49.4167, -123.6167",BC,"Roberts Creek Provincial Park, BC, Canada"
"49.1167, -123.8167",BC,"Roberts Memorial Provincial Park, BC, Canada"
"50.5167, -126.6167",BC,"Robson Bight (Michael Bigg) Ecological Reserve, BC, Canada"
"50.5000, -120.1167",BC,"Roche Lake Provincial Park, BC, Canada"
"50.2167, -125.6667",BC,"Rock Bay Marine Provincial Park, BC, Canada"
"55.8667, -120.1167",BC,"Rolla Canyon Ecological Reserve, BC, Canada"
"49.2167, -122.4000",BC,"Rolley Lake Provincial Park, BC, Canada"
"50.1333, -124.8167",BC,"Roscoe Bay Provincial Park, BC, Canada"
"53.1000, -131.9500",BC,"Rose Islets Ecological Reserve, BC, Canada"
"54.0167, -131.8333",BC,"Rose Spit Ecological Reserve, BC, Canada"
"50.0000, -117.3667",BC,"Rosebery Provincial Park, BC, Canada"
"49.4500, -124.7333",BC,"Rosewall Creek Provincial Park, BC, Canada"
"49.2500, -121.5833",BC,"Ross Lake Ecological Reserve, BC, Canada"
"54.4500, -126.9333",BC,"Ross Lake Provincial Park, BC, Canada"
"54.2500, -126.0000",BC,"Rubyrock Lake Provincial Park, BC, Canada"
"48.7833, -123.3500",BC,"Ruckle Provincial Park, BC, Canada"
"50.0000, -127.6667",BC,"Rugged Point Marine Provincial Park, BC, Canada"
"51.9333, -121.8333",BC,"Ruth Lake Provincial Park, BC, Canada"
"53.2000, -121.8000",BC,"Ryan Provincial Park, BC, Canada"
"49.5167, -124.2000",BC,"Sabine Channel Provincial Park, BC, Canada"
"49.8000, -124.2000",BC,"Saltery Bay Provincial Park, BC, Canada"
"48.5833, -124.0000",BC,"San Juan Ridge Ecological Reserve, BC, Canada"
"48.6167, -124.3167",BC,"San Juan River Ecological Reserve, BC, Canada"
"53.6000, -129.7667",BC,"Sanctuary Bay Conservancy, BC, Canada"
"53.1500, -129.5833",BC,"Sand Point Conservancy, BC, Canada"
"49.2000, -123.8000",BC,"Sandwell Provincial Park, BC, Canada"
"50.4167, -127.3333",BC,"Santa Gertrudis-Boca del Infierno Provincial Park, BC, Canada"
"49.5000, -123.7667",BC,"Sargeant Bay Provincial Park, BC, Canada"
"50.7833, -128.4333",BC,"Sartine Island Ecological Reserve, BC, Canada"
"49.4167, -121.6500",BC,"Sasquatch Provincial Park, BC, Canada"
"48.7000, -123.5167",BC,"Satellite Channel Ecological Reserve, BC, Canada"
"49.4333, -122.9333",BC,"Indian Arm Park, BC, Canada"
"49.1833, -123.9333",BC,"Newcastle Island Marine Park, BC, Canada"
"57.2167, -130.0000",BC,"Scatter River Old Growth Provincial Park, BC, Canada"
"50.3667, -126.0833",BC,"Schoen Lake Provincial Park, BC, Canada"
"50.6167, -127.5667",BC,"Schoolhouse Lake Provincial Park, BC, Canada"
"49.6167, -123.8500",BC,"Sechelt Inlets Marine Provincial Park, BC, Canada"
"50.4333, -122.4500",BC,"Seeley Lake Provincial Park, BC, Canada"
"50.6333, -122.3833",BC,"Seton Portage Historic Provincial Park, BC, Canada"
"54.3833, -127.7500",BC,"Seven Sisters Provincial Park and Protected Area, BC, Canada"
"49.6833, -123.1556",BC,"Shannon Falls Provincial Park, BC, Canada"
"53.4000, -128.2000",BC,"Shearwater Hot Springs Conservancy, BC, Canada"
"51.5833, -127.6667",BC,"Sheemahant Conservancy, BC, Canada"
"50.9167, -119.4333",BC,"Shuswap Lake Provincial Park, BC, Canada"
"50.9667, -119.5000",BC,"Shuswap Lake Marine Provincial Park, BC, Canada"
"50.5333, -119.1167",BC,"Shuswap River Islands Provincial Park, BC, Canada"
"57.0000, -122.0000",BC,"Sikanni Chief Canyon Provincial Park, BC, Canada"
"57.1667, -122.2167",BC,"Sikanni Chief Falls Protected Area, BC, Canada"
"57.1167, -122.0500",BC,"Sikanni Chief River Ecological Reserve, BC, Canada"
"57.0833, -122.1333",BC,"Sikanni Old Growth Provincial Park, BC, Canada"
"50.7500, -119.2667",BC,"Silver Beach Provincial Park, BC, Canada"
"49.6333, -122.4167",BC,"Silver Lake Provincial Park, BC, Canada"
"50.3667, -119.0500",BC,"Silver Star Provincial Park, BC, Canada"
"52.8333, -128.3667",BC,"Simpson Lake East Conservancy, BC, Canada"
"49.4500, -123.2167",BC,"Simson Provincial Park, BC, Canada"
"52.3500, -128.4000",BC,"Sir Alexander Mackenzie Provincial Park, BC, Canada"
"50.5167, -120.3167",BC,"Six Mile Hill Protected Area, BC, Canada"
"49.0833, -121.0667",BC,"Skagit River Cottonwoods Ecological Reserve, BC, Canada"
"49.1167, -121.2000",BC,"Skagit River Forest Ecological Reserve, BC, Canada"
"49.1000, -121.1833",BC,"Skagit River Rhododendrons Ecological Reserve, BC, Canada"
"49.0833, -121.1667",BC,"Skagit Valley Provincial Park, BC, Canada"
"49.4000, -119.5500",BC,"Skaha Bluffs Provincial Park, BC, Canada"
"54.2000, -130.2833",BC,"Skeena Bank Conservancy, BC, Canada"
"54.3333, -129.7167",BC,"Skeena River Ecological Reserve, BC, Canada"
"50.8167, -121.4667",BC,"Skihist Ecological Reserve, BC, Canada"
"50.8333, -121.4667",BC,"Skihist Provincial Park, BC, Canada"
"49.7667, -123.9667",BC,"Skookumchuk Narrows Provincial Park, BC, Canada"
"51.5667, -127.6000",BC,"Skookumchuk Rapids Provincial Park, BC, Canada"
"51.0833, -122.1333",BC,"Skwaha Lake Ecological Reserve, BC, Canada"
"52.0000, -128.0500",BC,"Sleeping Beauty Mountain Provincial Park, BC, Canada"
"53.3333, -121.0833",BC,"Slim Creek Provincial Park, BC, Canada"
"50.3667, -125.1667",BC,"Small Inlet Marine Provincial Park, BC, Canada"
"52.0667, -119.8667",BC,"Small River Caves Provincial Park, BC, Canada"
"50.0500, -124.9500",BC,"Smelt Bay Provincial Park, BC, Canada"
"53.6167, -129.4500",BC,"Smithers Island Conservancy, BC, Canada"
"58.4667, -125.7833",BC,"Smith River Ecological Reserve, BC, Canada"
"58.3333, -125.7500",BC,"Smith River Falls–Fort Halkett Provincial Park, BC, Canada"
"49.4833, -123.9667",BC,"Smuggler Cove Marine Provincial Park, BC, Canada"
"49.7500, -120.1667",BC,"Snowy Protected Area, BC, Canada"
"50.5833, -121.1333",BC,"Soap Lake Ecological Reserve, BC, Canada"
"50.1333, -127.9000",BC,"Solander Island Ecological Reserve, BC, Canada"
"48.3667, -123.7000",BC,"Sooke Mountain Provincial Park, BC, Canada"
"48.4400, -123.7167",BC,"Sooke Potholes Provincial Park, BC, Canada"
"50.8333, -123.5000",BC,"South Chilcotin Mountains Provincial Park, BC, Canada"
"49.5667, -124.2000",BC,"South Texada Island Provincial Park, BC, Canada"
"54.2000, -124.3000",BC,"Sowchea Bay Provincial Park, BC, Canada"
"57.4167, -129.9167",BC,"Spatsizi Headwaters Provincial Park, BC, Canada"
"57.5000, -129.9167",BC,"Spatsizi Plateau Wilderness Provincial Park, BC, Canada"
"48.5167, -123.5333",BC,"Spectacle Lake Provincial Park, BC, Canada"
"49.2833, -124.6167",BC,"Spider Lake Provincial Park, BC, Canada"
"49.5833, -123.6167",BC,"Spipiyus Provincial Park, BC, Canada"
"49.3167, -124.8667",BC,"Sproat Lake Provincial Park, BC, Canada"
"49.4500, -124.2833",BC,"Squitty Bay Provincial Park, BC, Canada"
"49.1167, -117.1167",BC,"Stagleap Provincial Park, BC, Canada"
"51.7000, -128.6000",BC,"Stair Creek Conservancy, BC, Canada"
"49.3333, -124.9000",BC,"Stamp River Provincial Park, BC, Canada"
"49.6828, -123.1458",BC,"Stawamus Chief Provincial Park, BC, Canada"
"50.1833, -120.3000",BC,"Steelhead Provincial Park, BC, Canada"
"49.3833, -120.0500",BC,"Stemwinder Provincial Park, BC, Canada"
"57.4500, -131.8333",BC,"Stikine River Provincial Park, BC, Canada"
"58.6000, -124.6667",BC,"Stone Mountain Provincial Park, BC, Canada"
"50.0333, -121.2667",BC,"Stoyoma Creek Ecological Reserve, BC, Canada"
"49.5833, -125.6167",BC,"Strathcona Provincial Park, BC, Canada"
"49.5667, -125.6167",BC,"Strathcona-Westmin Provincial Park, BC, Canada"
"54.5000, -124.5000",BC,"Stuart Lake and Stuart Lake Marine Provincial Park, BC, Canada"
"54.2167, -124.0000",BC,"Stuart River Provincial Park, BC, Canada"
"53.0167, -128.3667",BC,"Sue Channel Provincial Park, BC, Canada"
"53.8833, -121.9000",BC,"Sugarbowl-Grizzly Den Provincial Park and Protected Area, BC, Canada"
"55.3667, -121.4167",BC,"Sukunka Falls Provincial Park, BC, Canada"
"49.7167, -126.7667",BC,"Sulphur Passage Provincial Park, BC, Canada"
"53.8833, -123.9333",BC,"Summit Lake Provincial Park, BC, Canada"
"50.7833, -119.7833",BC,"Sunbeam Creek Ecological Reserve, BC, Canada"
"49.4333, -119.6167",BC,"Sun-Oka Beach Provincial Park, BC, Canada"
"50.2833, -125.1667",BC,"Surge Narrows Provincial Park, BC, Canada"
"56.0000, -127.6667",BC,"Sustut Provincial Park and Protected Area, BC, Canada"
"54.2500, -125.1667",BC,"Sutherland River Provincial Park and Protected Area, BC, Canada"
"49.3167, -125.3667",BC,"Sutton Pass Ecological Reserve, BC, Canada"
"54.1500, -124.8667",BC,"Swan Creek Protected Area, BC, Canada"
"54.1000, -125.2833",BC,"Swan Lake Provincial Park, BC, Canada"
"49.0167, -119.4333",BC,"Haynes Point, BC, Canada"
"49.0333, -121.3333",BC,"Chilliwack Lake Provincial Park, BC, Canada"
"49.3667, -126.1500",BC,"Sydney Inlet Provincial Park, BC, Canada"
"49.3500, -117.7667",BC,"Syringa Provincial Park, BC, Canada"
"54.2333, -122.3667",BC,"Tacheeda Lakes Ecological Reserve, BC, Canada"
"50.1500, -127.6667",BC,"Tahsish-Kwois Provincial Park, BC, Canada"
"50.1000, -127.6000",BC,"Tahsish River Ecological Reserve, BC, Canada"
"55.2667, -125.3333",BC,"Takla Lake Ecological Reserve, BC, Canada"
"55.5000, -125.0667",BC,"Takla Lake Marine Provincial Park, BC, Canada"
"50.1000, -123.3500",BC,"Tantalus Provincial Park, BC, Canada"
"59.5667, -127.1833",BC,"Tarahne Provincial Park, BC, Canada"
"56.7167, -128.6500",BC,"Tatlatui Provincial Park, BC, Canada"
"59.5000, -137.0000",BC,"Tatshenshini-Alsek Provincial Park, BC, Canada"
"52.0500, -120.0333",BC,"Taweel Provincial Park, BC, Canada"
"49.2833, -125.0833",BC,"Taylor Arm Provincial Park, BC, Canada"
"56.1667, -120.6667",BC,"Taylor Landing Provincial Park, BC, Canada"
"50.1500, -124.8500",BC,"Teakerne Arm Provincial Park, BC, Canada"
"52.9667, -122.5000",BC,"Ten Mile Lake Provincial Park, BC, Canada"
"48.4500, -123.2667",BC,"Ten Mile Point Ecological Reserve, BC, Canada"
"49.5667, -123.6333",BC,"Tetrahedron Provincial Park, BC, Canada"
"59.0667, -126.8833",BC,"Thinahtea Protected Area, BC, Canada"
"52.4667, -127.8833",BC,"Thorsen Creek Conservancy, BC, Canada"
"56.1167, -124.9833",BC,"Three Sisters Lake Provincial Park, BC, Canada"
"53.3667, -129.0167",BC,"Thulme Falls Conservancy, BC, Canada"
"49.1667, -125.9333",BC,"Thunderbirds Nest Protected Area, BC, Canada"
"54.1167, -124.1833",BC,"Thunder Hill Provincial Park, BC, Canada"
"50.3833, -125.2833",BC,"Thurston Bay Marine Provincial Park, BC, Canada"
"52.0667, -122.2833",BC,"Titetown Provincial Park, BC, Canada"
"53.6000, -130.5000",BC,"Tlall Heritage Site/Conservancy, BC, Canada"
"58.9667, -125.0000",BC,"Toad River Hot Springs Provincial Park, BC, Canada"
"57.5667, -129.8333",BC,"Todagin South Slope Provincial Park, BC, Canada"
"49.8833, -115.4667",BC,"Top of the World Provincial Park, BC, Canada"
"54.7833, -126.1333",BC,"Topley Landing Provincial Park, BC, Canada"
"52.8667, -122.6667",BC,"Torkelsen Lake Ecological Reserve, BC, Canada"
"54.0500, -131.7833",BC,"Tow Hill Ecological Reserve, BC, Canada"
"49.2167, -125.6333",BC,"Tranquil Creek Provincial Park, BC, Canada"
"50.6833, -120.3333",BC,"Tranquille Ecological Reserve, BC, Canada"
"54.7000, -125.8833",BC,"Trembleur Lake Provincial Park, BC, Canada"
"49.7500, -119.8167",BC,"Trepanier Provincial Park, BC, Canada"
"48.4000, -123.3000",BC,"Trial Islands Ecological Reserve, BC, Canada"
"49.5167, -124.6000",BC,"Tribune Bay Provincial Park, BC, Canada"
"49.4500, -119.6167",BC,"Trout Creek Ecological Reserve, BC, Canada"
"53.5000, -132.9333",BC,"Troup Passage Conservancy, BC, Canada"
"53.6000, -132.9000",BC,"Smokehouse Conservancy, BC, Canada"
"51.2667, -121.4167",BC,"Tsintsunko Lakes Provincial Park, BC, Canada"
"50.4500, -126.8333",BC,"Tsitika Mountain Ecological Reserve, BC, Canada"
"50.4167, -126.8333",BC,"Tsitika River Ecological Reserve, BC, Canada"
"55.3500, -123.0333",BC,"Tudyah Lake Provincial Park, BC, Canada"
"50.6833, -120.8333",BC,"Tunkwa Provincial Park, BC, Canada"
"58.6333, -131.6000",BC,"Tuya Mountains Provincial Park, BC, Canada"
"53.1667, -126.8333",BC,"Tweedsmuir North Provincial Park and Protected Area, BC, Canada"
"52.5000, -126.3333",BC,"Tweedsmuir South Provincial Park, BC, Canada"
"54.2500, -126.7667",BC,"Tyhee Lake Provincial Park, BC, Canada"
"51.0500, -127.4167",BC,"Cape Caution Conservancy, BC, Canada"
"51.1000, -127.4167",BC,"Cape Caution–Blunden Bay Conservancy, BC, Canada"
"54.0833, -125.5000",BC,"Uncha Mountain Red Hills Provincial Park, BC, Canada"
"52.3667, -128.4500",BC,"Union Passage Marine Provincial Park, BC, Canada"
"51.4500, -119.4667",BC,"Upper Adams River Provincial Park, BC, Canada"
"50.1667, -123.5000",BC,"Upper Elaho Valley Conservancy, BC, Canada"
"57.2000, -131.5833",BC,"Upper Gladys River, BC, Canada"
"52.4667, -126.7500",BC,"Upper Kimsquit River Conservancy, BC, Canada"
"50.6333, -123.4167",BC,"Upper Lillooet Provincial Park, BC, Canada"
"52.5500, -119.0167",BC,"Upper Raush Protected Area, BC, Canada"
"51.5000, -118.8333",BC,"Upper Seymour River Provincial Park, BC, Canada"
"50.6000, -118.7667",BC,"Upper Shuswap River Ecological Reserve, BC, Canada"
"50.3667, -122.8167",BC,"Upper Soo Conservancy, BC, Canada"
"52.7667, -119.9500",BC,"Upper Violet Creek Provincial Park, BC, Canada"
"49.6500, -117.6167",BC,"Valhalla Provincial Park, BC, Canada"
"49.1833, -125.7000",BC,"Vance Creek Ecological Reserve, BC, Canada"
"49.2000, -126.0833",BC,"Vargas Island Provincial Park, BC, Canada"
"49.3167, -119.5333",BC,"Vaseux Lake Provincial Park, BC, Canada"
"49.2833, -119.5167",BC,"Vaseux Protected Area, BC, Canada"
"54.0833, -124.7833",BC,"Victor Lake Provincial Park, BC, Canada"
"55.3333, -127.8333",BC,"Vladimir J. Krajina Ecological Reserve, BC, Canada"
"50.9833, -127.3833",BC,"Wahkash Point Conservancy, BC, Canada"
"50.8333, -127.1500",BC,"Wakeman Estuary Conservancy, BC, Canada"
"49.0000, -123.6833",BC,"Wakes Cove Provincial Park, BC, Canada"
"52.0000, -128.4333",BC,"Wales Harbour Conservancy, BC, Canada"
"50.7667, -121.5667",BC,"Walhachin Oxbows Provincial Park, BC, Canada"
"48.9500, -123.5667",BC,"Wallace Island Marine Provincial Park, BC, Canada"
"50.6167, -120.4667",BC,"Walloper Lake Provincial Park, BC, Canada"
"50.1667, -124.9833",BC,"Walsh Cove Provincial Park, BC, Canada"
"50.7500, -119.0167",BC,"Wap Creek Provincial Park, BC, Canada"
"55.5833, -121.2500",BC,"Wapiti Lake Provincial Park, BC, Canada"
"49.4167, -115.5000",BC,"Wardner Provincial Park, BC, Canada"
"49.7833, -115.7333",BC,"Wasa Lake Provincial Park, BC, Canada"
"50.5500, -126.8333",BC,"Seymour Estuary Conservancy, BC, Canada"
"53.8667, -129.0000",BC,"Weewanie Hot Springs Provincial Park, BC, Canada"
"52.3333, -120.0833",BC,"Wells Gray Provincial Park, BC, Canada"
"53.0667, -120.7500",BC,"Wendle Provincial Park, BC, Canada"
"49.5000, -117.0167",BC,"West Arm Provincial Park, BC, Canada"
"53.8333, -123.0000",BC,"West Lake Provincial Park, BC, Canada"
"48.6833, -123.6167",BC,"West Shawnigan Lake Provincial Park, BC, Canada"
"54.6667, -121.8333",BC,"West Twin Provincial Park and Protected Area, BC, Canada"
"52.5000, -120.8333",BC,"Westwick Lake Ecological Reserve, BC, Canada"
"49.8333, -125.0333",BC,"Weymer Creek Provincial Park, BC, Canada"
"49.5667, -124.7833",BC,"Whaleboat Island Marine Provincial Park, BC, Canada"
"49.2833, -120.5667",BC,"Whipsaw Creek Ecological Reserve, BC, Canada"
"54.1167, -123.1833",BC,"Whiskers Point Provincial Park, BC, Canada"
"50.4167, -119.5833",BC,"White Lake Grasslands Protected Area, BC, Canada"
"50.4167, -119.5833",BC,"White Lake Provincial Park, BC, Canada"
"50.4167, -119.5833",BC,"White Pelican Provincial Park, BC, Canada"
"54.0833, -126.6000",BC,"White Ridge Provincial Park, BC, Canada"
"54.0833, -126.6000",BC,"White River Provincial Park, BC, Canada"
"50.0833, -115.5833",BC,"Whiteswan Lake Provincial Park, BC, Canada"
"51.8500, -121.1667",BC,"Williams Creek Ecological Reserve, BC, Canada"
"52.0833, -127.0333",BC,"Wilkinson-Wright Bay Conservancy, BC, Canada"
"53.7000, -128.6667",BC,"Willison Creek–Nelson Lake, BC, Canada"
"50.4833, -115.9833",BC,"Windermere Lake Provincial Park, BC, Canada"
"52.3667, -128.1500",BC,"Winter Inlet Conservancy, BC, Canada"
"51.6333, -120.0667",BC,"Wire Cache Provincial Park, BC, Canada"
"53.9333, -126.6833",BC,"Wistaria Provincial Park, BC, Canada"
"54.0000, -125.3667",BC,"Wood Mountain Ski Provincial Park, BC, Canada"
"52.6500, -128.4167",BC,"Woodworth Lake Conservancy, BC, Canada"
"49.2167, -124.1167",BC,"Woodley Range Ecological Reserve, BC, Canada"
"50.1500, -126.7667",BC,"Woss Lake Provincial Park, BC, Canada"
"54.0833, -126.6000",BC,"Wrinkly Face Provincial Park, BC, Canada"
"52.3333, -128.4667",BC,"Stafford Estuary Conservancy, BC, Canada"
"52.5833, -131.7833",BC,"Yaaguun Suu Heritage Site/Conservancy, BC, Canada"
"49.0667, -116.0833",BC,"Yahk Provincial Park, BC, Canada"
"49.2667, -123.0667",BC,"Yale Garry Oak Ecological Reserve, BC, Canada"
"50.9333, -122.6667",BC,"Yalakom Provincial Park, BC, Canada"
"50.9667, -118.8333",BC,"Yard Creek Provincial Park, BC, Canada"
"49.3667, -124.0000",BC,"Yellow Point Bog Ecological Reserve, BC, Canada"
"52.5000, -128.4167",BC,"Zumtela Bay Conservancy, BC, Canada"
