park_id,Park_name,Year_established,Coordinates
850,Thulme Falls Conservancy,2008,"53.3667, -129.0167"
851,Thunderbirds Nest Protected Area,2011,"49.1667, -125.9333"
852,Thunder Hill Provincial Park,1960,"54.1167, -124.1833"
853,Thurston Bay Marine Provincial Park,1970,"50.3833, -125.2833"
854,Titetown Provincial Park,2013,"52.0667, -122.2833"
855,Tlall Heritage Site/Conservancy,2009,"53.6000, -130.5000"
856,Toad River Hot Springs Provincial Park,1999,"58.9667, -125.0000"
857,Todagin South Slope Provincial Park,2001,"57.5667, -129.8333"
858,Top of the World Provincial Park,1973,"49.8833, -115.4667"
859,Topley Landing Provincial Park,1964,"54.7833, -126.1333"
860,Torkelsen Lake Ecological Reserve,1975,"52.8667, -122.6667"
861,Tow Hill Ecological Reserve,1971,"54.0500, -131.7833"
862,Tranquil Creek Provincial ParkÊ ,1995,"49.2167, -125.6333"
863,Tranquille Ecological Reserve,1971,"50.6833, -120.3333"
864,Trembleur Lake Provincial Park,2001,"54.7000, -125.8833"
865,Trepanier Provincial Park,2001,"49.7500, -119.8167"
866,Trial Islands Ecological Reserve,1990,"48.4000, -123.3000"
867,Tribune Bay Provincial Park,1978,"49.5167, -124.6000"
868,Trout Creek Ecological Reserve,1971,"49.4500, -119.6167"
869,Troup Passage Conservancy,2008,"53.5000, -132.9333"
870,Smokehouse Conservancy,2006,"53.6000, -132.9000"
871,Tsintsunko Lakes Provincial Park,1996,"51.2667, -121.4167"
872,Tsitika Mountain Ecological Reserve,1989,"50.4500, -126.8333"
873,Tsitika River Ecological Reserve,1989,"50.4167, -126.8333"
874,Tudyah Lake Provincial Park,1981,"55.3500, -123.0333"
875,Tunkwa Provincial Park,1996,"50.6833, -120.8333"
876,Tuya Mountains Provincial Park,2001,"58.6333, -131.6000"
877,Tweedsmuir North Provincial Park and Protected Area,1938,"53.1667, -126.8333"
878,Tweedsmuir South Provincial Park,1938,"52.5000, -126.3333"
879,Tyhee Lake Provincial Park,1956,"54.2500, -126.7667"
880,Cape Caution Conservancy,2007,"51.0500, -127.4167"
881,Cape CautionÐBlunden Bay Conservancy,2007,"51.1000, -127.4167"
882,Uncha Mountain Red Hills Provincial Park,2001,"54.0833, -125.5000"
883,Union Passage Marine Provincial Park,1993,"52.3667, -128.4500"
884,Upper Adams River Provincial Park,1996,"51.4500, -119.4667"
885,Upper Elaho Valley Conservancy,2008,"50.1667, -123.5000"
886,Upper Gladys River,2012,"57.2000, -131.5833"
887,Upper Kimsquit River Conservancy,2008,"52.4667, -126.7500"
888,Upper Lillooet Provincial Park,1997,"50.6333, -123.4167"
889,Upper Raush Protected Area,2001,"52.5500, -119.0167"
890,Upper Seymour River Provincial Park,2001,"51.5000, -118.8333"
891,Upper Shuswap River Ecological Reserve,1975,"50.6000, -118.7667"
892,Upper Soo Conservancy,2009,"50.3667, -122.8167"
893,Upper Violet Creek Provincial Park,2004,"52.7667, -119.9500"
894,Valhalla Provincial Park,1983,"49.6500, -117.6167"
895,Vance Creek Ecological Reserve,1972,"49.1833, -125.7000"
896,Vargas Island Provincial ParkÊ ,1995,"49.2000, -126.0833"
897,Vaseux Lake Provincial Park,1956,"49.3167, -119.5333"
898,Vaseux Protected Area ,2001,"49.2833, -119.5167"
899,Victor Lake Provincial Park,1961,"54.0833, -124.7833"
900,Vladimir J. Krajina Ecological Reserve,1973,"55.3333, -127.8333"
901,Wahkash Point Conservancy,2007,"50.9833, -127.3833"
902,Wakeman Estuary Conservancy,2008,"50.8333, -127.1500"
903,Wakes Cove Provincial Park,2002,"49.0000, -123.6833"
904,Wales Harbour Conservancy,2008,"52.0000, -128.4333"
905,Walhachin Oxbows Provincial Park,1997,"50.7667, -121.5667"
906,Wallace Island Marine Provincial Park,1990,"48.9500, -123.5667"
907,Walloper Lake Provincial Park,1987,"50.6167, -120.4667"
908,Walsh Cove Provincial Park,1989,"50.1667, -124.9833"
909,Wap Creek Provincial Park,2008,"50.7500, -119.0167"
910,Wapiti Lake Provincial Park,2000,"55.5833, -121.2500"
911,Wardner Provincial Park,1977,"49.4167, -115.5000"
912,Wasa Lake Provincial Park,1955,"49.7833, -115.7333"
913,Seymour Estuary Conservancy,2007,"50.5500, -126.8333"
914,Weewanie Hot Springs Provincial Park,2004,"53.8667, -129.0000"
915,Wells Gray Provincial Park,1939,"52.3333, -120.0833"
916,Wendle Provincial Park,1941,"53.0667, -120.7500"
917,West Arm Provincial Park,1995,"49.5000, -117.0167"
918,West Lake Provincial Park,1981,"53.8333, -123.0000"
919,West Shawnigan Lake Provincial Park,1979,"48.6833, -123.6167"
920,West Twin Provincial Park and Protected Area,2000,"54.6667, -121.8333"
921,Westwick Lake Ecological Reserve,1972,"52.5000, -120.8333"
922,Weymer Creek Provincial Park,1996,"49.8333, -125.0333"
923,Whaleboat Island Marine Provincial Park,1981,"49.5667, -124.7833"
924,Whipsaw Creek Ecological Reserve,1971,"49.2833, -120.5667"
925,Whiskers Point Provincial Park,1956,"54.1167, -123.1833"
926,White Lake Grasslands Protected Area,2001,"50.4167, -119.5833"
927,White Lake Provincial Park,1965,"50.4167, -119.5833"
928,White Pelican Provincial Park,1971,"50.4167, -119.5833"
929,White Ridge Provincial Park,1995,"54.0833, -126.6000"
930,White River Provincial Park,1996,"54.0833, -126.6000"
931,Whiteswan Lake Provincial Park,1978,"50.0833, -115.5833"
932,Williams Creek Ecological Reserve,1985,"51.8500, -121.1667"
933,Wilkinson-Wright Bay Conservancy,2008,"52.0833, -127.0333"
934,Willison CreekÐNelson Lake,2012,"53.7000, -128.6667"
935,Windermere Lake Provincial Park,1999,"50.4833, -115.9833"
936,Winter Inlet Conservancy,2008,"52.3667, -128.1500"
937,Wire Cache Provincial Park,1996,"51.6333, -120.0667"
938,Wistaria Provincial Park,1981,"53.9333, -126.6833"
939,Wood Mountain Ski Provincial Park,1966,"54.0000, -125.3667"
940,Woodworth Lake Conservancy,2008,"52.6500, -128.4167"
941,Woodley Range Ecological Reserve,1996,"49.2167, -124.1167"
942,Woss Lake Provincial Park,1995,"50.1500, -126.7667"
943,Wrinkly Face Provincial Park,2004,"54.0833, -126.6000"
944,Stafford Estuary Conservancy,2007,"52.3333, -128.4667"
945,Yaaguun Suu Heritage Site/Conservancy,2008,"52.5833, -131.7833"
946,Yahk Provincial Park,1956,"49.0667, -116.0833"
947,Yale Garry Oak Ecological Reserve,1998,"49.2667, -123.0667"
948,Yalakom Provincial Park,2010,"50.9333, -122.6667"
949,Yard Creek Provincial Park,1956,"50.9667, -118.8333"
950,Yellow Point Bog Ecological Reserve,2004,"49.3667, -124.0000"
951,Zumtela Bay Conservancy,2008,"52.5000, -128.4167"
